CVE-2014-5353,-4.708493232727051,1.0
CVE-2014-5353,-4.0702667236328125,0.0
CVE-2014-5353,-4.0702667236328125,0.0
CVE-2014-5353,-4.451168537139893,0.0
CVE-2014-5353,-4.158323764801025,0.0
CVE-2014-5353,-3.8733599185943604,0.0
CVE-2014-5353,-4.222692012786865,0.0
CVE-2014-5353,-4.079113006591797,0.0
CVE-2014-5353,-4.282340049743652,0.0
CVE-2014-5353,-4.114871025085449,0.0
CVE-2014-5353,-4.655724048614502,0.0
CVE-2014-5353,-4.456702709197998,0.0
CVE-2014-5353,-4.66357421875,0.0
CVE-2014-5353,-3.7690751552581787,0.0
CVE-2014-5353,-4.091131687164307,0.0
CVE-2014-5353,-4.018740177154541,0.0
CVE-2014-5353,-4.082757472991943,0.0
CVE-2014-5353,-4.1033854484558105,0.0
CVE-2014-5353,-4.517416000366211,0.0
CVE-2014-5353,-4.273293972015381,0.0
CVE-2014-5353,-4.07402229309082,0.0
CVE-2014-5353,-4.436820983886719,0.0
CVE-2014-5353,-4.411889553070068,0.0
CVE-2014-5353,-4.118725776672363,0.0
CVE-2014-5353,-3.797081708908081,0.0
CVE-2014-5353,-4.233077049255371,0.0
CVE-2014-5353,-4.0923004150390625,0.0
CVE-2014-5353,-4.019828796386719,0.0
CVE-2014-5353,-4.2199201583862305,0.0
CVE-2014-5353,-3.671201229095459,0.0
CVE-2014-5353,-3.8349552154541016,0.0
CVE-2014-5353,-3.8349552154541016,0.0
CVE-2014-5353,-4.182672023773193,0.0
CVE-2014-5353,-3.631984233856201,0.0
CVE-2014-5353,-4.273334980010986,0.0
CVE-2014-5353,-4.747373104095459,0.0
CVE-2014-5353,-3.867271661758423,0.0
CVE-2014-5353,-3.6957621574401855,0.0
CVE-2014-5353,-3.6957621574401855,0.0
CVE-2014-5353,-3.994889259338379,0.0
CVE-2016-3119,-4.424863338470459,1.0
CVE-2016-3119,-4.682188510894775,0.0
CVE-2016-3119,-4.043962001800537,0.0
CVE-2016-3119,-4.043962001800537,0.0
CVE-2016-3119,-4.13201904296875,0.0
CVE-2016-3119,-4.196387767791748,0.0
CVE-2016-3119,-3.847055435180664,0.0
CVE-2016-3119,-4.4303975105285645,0.0
CVE-2016-3119,-4.0528082847595215,0.0
CVE-2016-3119,-3.7427704334259033,0.0
CVE-2016-3119,-4.077080249786377,0.0
CVE-2016-3119,-4.056452751159668,0.0
CVE-2016-3119,-4.047717571258545,0.0
CVE-2016-3119,-3.992435932159424,0.0
CVE-2016-3119,-3.7707769870758057,0.0
CVE-2016-3119,-4.385584831237793,0.0
CVE-2016-3119,-4.088566303253174,0.0
CVE-2016-3119,-4.092421054840088,0.0
CVE-2016-3119,-4.629419326782227,0.0
CVE-2016-3119,-4.4911112785339355,0.0
CVE-2016-3119,-4.193615436553955,0.0
CVE-2016-3119,-4.637269973754883,0.0
CVE-2016-3119,-4.246988773345947,0.0
CVE-2016-3119,-3.9685847759246826,0.0
CVE-2016-3119,-4.064826965332031,0.0
CVE-2016-3119,-4.156367301940918,0.0
CVE-2016-3119,-4.256035327911377,0.0
CVE-2016-3119,-4.065995693206787,0.0
CVE-2016-3119,-3.8409669399261475,0.0
CVE-2016-3119,-4.206772327423096,0.0
CVE-2016-3119,-3.9935243129730225,0.0
CVE-2016-3119,-3.808650016784668,0.0
CVE-2016-3119,-3.808650016784668,0.0
CVE-2016-3119,-4.410515785217285,0.0
CVE-2016-3119,-3.6448962688446045,0.0
CVE-2016-3119,-4.247030735015869,0.0
CVE-2016-3119,-3.6056792736053467,0.0
CVE-2016-3119,-3.66945743560791,0.0
CVE-2016-3119,-3.66945743560791,0.0
CVE-2016-3119,-4.721067905426025,0.0
CVE-2006-5331,-10.595311164855957,0.0
CVE-2006-5331,-10.588813781738281,0.0
CVE-2006-5331,-10.590679168701172,0.0
