CVE-2019-3877,12.974552154541016,1.0
CVE-2021-29529,14.262763023376465,1.0
CVE-2021-21401,11.012349128723145,1.0
CVE-2017-5226,-17.994029998779297,0.0
CVE-2022-23572,-20.64334487915039,0.0
CVE-2021-37681,15.276022911071777,1.0
CVE-2013-4150,15.007238388061523,1.0
CVE-2020-26243,-21.67343521118164,0.0
CVE-2018-9989,-22.081581115722656,0.0
CVE-2015-2042,-20.635251998901367,0.0
CVE-2020-26243,10.823786735534668,1.0
CVE-2022-21733,-20.58585548400879,0.0
CVE-2020-26243,-21.607635498046875,0.0
CVE-2021-21378,8.378222465515137,1.0
CVE-2018-12320,12.69696044921875,1.0
CVE-2015-7885,15.26986026763916,1.0
CVE-2006-5331,12.646791458129883,1.0
CVE-2019-16714,9.129170417785645,1.0
CVE-2020-26243,-20.181867599487305,0.0
CVE-2019-19058,15.045965194702148,1.0
CVE-2017-3738,-21.579833984375,0.0
CVE-2017-6214,12.474099159240723,1.0
CVE-2020-26243,-21.705326080322266,0.0
CVE-2018-10188,-14.086150169372559,0.0
CVE-2014-6395,14.21542739868164,1.0
CVE-2021-21401,-21.63449478149414,0.0
CVE-2021-21401,-21.700300216674805,0.0
CVE-2006-5331,-22.008180618286133,0.0
CVE-2018-15572,12.335855484008789,1.0
CVE-2020-26243,-21.59425163269043,0.0
CVE-2019-19074,14.747608184814453,1.0
CVE-2014-5353,15.356303215026855,1.0
CVE-2018-10876,-21.45754623413086,0.0
CVE-2020-14401,15.346288681030273,1.0
CVE-2020-28030,11.262235641479492,1.0
CVE-2019-19053,15.537145614624023,1.0
CVE-2018-5332,15.040292739868164,1.0
CVE-2016-5244,15.581186294555664,1.0
CVE-2015-7515,15.176595687866211,1.0
CVE-2020-26243,-21.653499603271484,0.0
CVE-2017-7377,15.297143936157227,1.0
CVE-2016-3119,15.51903247833252,1.0
CVE-2018-9989,-21.417978286743164,0.0
CVE-2020-26243,-21.177734375,0.0
CVE-2020-9428,-20.981714248657227,0.0
CVE-2018-10188,9.154366493225098,1.0
CVE-2015-2042,-20.630279541015625,0.0
CVE-2019-19071,12.492321014404297,1.0
CVE-2021-32786,-22.355117797851562,0.0
CVE-2022-0139,-21.690092086791992,0.0
CVE-2021-3928,-14.932584762573242,0.0
